INDICATOR,name,SEX,URBANIZATION,AGE,COMP_BREAKDOWN_1,INDICATOR_ROOT,UNIT_MEASURE,UNIT_TYPE,INDICATOR_ROOT_NAME,economy,Country name,Indicator name,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023
UIS.CR.2.URB.Q5.GPIA,"Completion rate, lower secondary education, urban, richest quintile, adjusted gender parity index (GPIA)",_T,URB,_T,WB_EDSTATS_Q5,UIS.CR.2.GPIA,SHARE,NUMBER,"Completion rate, lower secondary education, adjusted gender parity index (GPIA)",ZMB,Zambia,"Completion rate, lower secondary education, urban, richest quintile, adjusted gender parity index (GPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8832499980926514,,,,,,0.9011600017547609,,,,,,0.926069974899292,,,,,0.962279975414276,,,,,
UIS.CR.3,"Completion rate, upper secondary education, (%)",_T,_T,_T,_Z,UIS.CR.2,SHARE,NUMBER,"Completion rate, lower secondary education, (%)",ARG,Argentina,"Completion rate, upper secondary education, both sexes (%)",,,,,,,,,,,,,,,,,,,,,52.27000045776367,52.88999938964844,53.43000030517578,53.97999954223633,54.29000091552734,54.93999862670898,55.79999923706055,56.41999816894531,56.72999954223633,56.81999969482422,57.09999847412109,57.20000457763672,57.5,57.70000076293945,57.90000152587891,58.09999847412109,59.29999923706055,60.79999923706055,62.09999847412109,62.5,56.83102035522461,62.80000305175781,62.5,62.30000305175781,62.19999694824219,62.38999938964844,62.69999694824219,63.0,63.40000152587891,63.80000305175781,64.30000305175781,64.83999633789062,65.4000015258789,
UIS.CR.3.F,"Completion rate, upper secondary education (%)",F,_T,_T,_Z,UIS.CR.2,SHARE,NUMBER,"Completion rate, lower secondary education, (%)",GHA,Ghana,"Completion rate, upper secondary education, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.639999866485596,,,5.25,,24.55999946594238,24.5555591583252,9.899920463562012,12.14999961853027,,,34.35449981689453,,,35.26028060913086,35.26000213623047,,,,,
UIS.CR.3.F,"Completion rate, upper secondary education (%)",F,_T,_T,_Z,UIS.CR.2,SHARE,NUMBER,"Completion rate, lower secondary education, (%)",MAR,Morocco,"Completion rate, upper secondary education, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.13999938964844,17.14098930358887,,,,,,15.16909980773926,,,,,,,,,,,,,
UIS.CR.3.GPIA,"Completion rate, upper secondary education, adjusted gender parity index (GPIA)",_T,_T,_T,_Z,UIS.CR.3.GPIA,SHARE,NUMBER,"Completion rate, upper secondary education, adjusted gender parity index (GPIA)",BWA,Botswana,"Completion rate, upper secondary education, adjusted gender parity index (GPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.103800058364868,,,,,,,,,,,,
UIS.CR.3.LPIA,"Completion rate, upper secondary education, adjusted location parity index (LPIA)",_T,_T,_T,_Z,UIS.CR.3.LPIA,SHARE,NUMBER,"Completion rate, upper secondary education, adjusted location parity index (LPIA)",CRI,Costa Rica,"Completion rate, upper secondary education, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4657503962516785,0.4329242408275604,0.4634000062942505,0.4772999882698059,0.5576000213623047,0.5968999862670898,0.5514000058174133,0.6313999891281128,0.6643000245094299,0.6291000247001648,0.7044000029563904,0.6833000183105469,0.7247999906539917,0.7064999938011169,0.65420001745224,0.7784000039100647,0.7530999779701233,0.9713000059127808,0.8914999961853027,0.8942999839782715,0.9146999716758728,0.8672999739646912,0.8841000199317932,
UIS.CR.3.LPIA,"Completion rate, upper secondary education, adjusted location parity index (LPIA)",_T,_T,_T,_Z,UIS.CR.3.LPIA,SHARE,NUMBER,"Completion rate, upper secondary education, adjusted location parity index (LPIA)",MEX,Mexico,"Completion rate, upper secondary education, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2603999972343445,,0.3364000022411346,,0.3847000002861023,,0.5478000044822693,,0.4539999961853027,,0.5701000094413757,,0.5792999863624573,,0.5960999727249146,0.5830100178718567,0.6262000203132629,,0.6711000204086304,,0.7409999966621399,,0.7416999936103821,
UIS.CR.3.M,"Completion rate, upper secondary education (%)",M,_T,_T,_Z,UIS.CR.2,SHARE,NUMBER,"Completion rate, lower secondary education, (%)",HTI,Haiti,"Completion rate, upper secondary education, male (%)",,,,,,,,,,,,,,,,,,,,,6.098039150238037,6.572004795074463,7.090877056121826,7.549684047698975,7.853562831878662,8.067431449890137,8.221430778503418,8.475379943847656,8.719613075256348,9.039578437805176,8.010000228881836,9.866008758544922,10.51196765899658,10.07581043243408,11.73914241790771,13.79650974273682,12.07999992370605,12.66152667999268,12.97738838195801,13.27324962615967,13.48323535919189,13.66807842254639,14.34803009033203,14.28420066833496,14.51961135864258,14.69489765167236,14.85015487670898,16.68198013305664,15.45537376403809,15.9005184173584,16.4255485534668,16.90568733215332,17.27589416503906,
UIS.CR.3.M,"Completion rate, upper secondary education (%)",M,_T,_T,_Z,UIS.CR.2,SHARE,NUMBER,"Completion rate, lower secondary education, (%)",MNE,Montenegro,"Completion rate, upper secondary education, male (%)",,,,,,,,,,,,,,,,,,,,,63.87263870239258,64.04369354248047,64.26551055908203,64.35529327392578,64.4990463256836,64.37564086914062,64.3299331665039,64.2534408569336,64.47164154052734,64.8501205444336,65.62635040283203,66.47673034667969,67.07160186767578,67.5228271484375,68.15808868408203,69.4000015258789,70.23883819580078,71.6082763671875,73.11681365966797,74.56027221679688,75.96895599365234,77.3681869506836,78.80787658691406,82.44676208496094,81.08696746826172,81.93660736083984,82.58077239990234,83.13290405273438,82.53724670410156,83.99993133544922,84.4168930053711,84.94324493408203,85.35973358154297,85.76738739013672
UIS.CR.3.M.LPIA,"Completion rate, upper secondary education, adjusted location parity index (LPIA)",_T,_T,_T,_Z,UIS.CR.3.M.LPIA,SHARE,NUMBER,"Completion rate, upper secondary education, adjusted location parity index (LPIA)",GNB,Guinea-Bissau,"Completion rate, upper secondary education, male, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173679992556572,,,,,,,,,
UIS.CR.3.M.WPIA,"Completion rate, upper secondary education, adjusted wealth parity index (WPIA)",_T,_T,_T,_Z,UIS.CR.3.M.WPIA,SHARE,NUMBER,"Completion rate, upper secondary education, adjusted wealth parity index (WPIA)",AFG,Afghanistan,"Completion rate, upper secondary education, male, adjusted wealth parity index (WPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1407999992370605,,,,0.3415400087833405,,,,,,,0.1765599995851517,
UIS.CR.3.M.WPIA,"Completion rate, upper secondary education, adjusted wealth parity index (WPIA)",_T,_T,_T,_Z,UIS.CR.3.M.WPIA,SHARE,NUMBER,"Completion rate, upper secondary education, adjusted wealth parity index (WPIA)",DJI,Djibouti,"Completion rate, upper secondary education, male, adjusted wealth parity index (WPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
UIS.CR.3.M.WPIA,"Completion rate, upper secondary education, adjusted wealth parity index (WPIA)",_T,_T,_T,_Z,UIS.CR.3.M.WPIA,SHARE,NUMBER,"Completion rate, upper secondary education, adjusted wealth parity index (WPIA)",PHL,Philippines,"Completion rate, upper secondary education, male, adjusted wealth parity index (WPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1618500053882599,,,,,,,,,,,,,0.3671199977397919,0.44179,,,,0.3677099943161011,
UIS.CR.3.Q1,"Completion rate, upper secondary education (%)",_T,_T,_T,WB_EDSTATS_Q1,UIS.CR.3,SHARE,NUMBER,"Completion rate, upper secondary education (%)",URY,Uruguay,"Completion rate, upper secondary education, poorest quintile, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,8.479999542236328,7.829999923706055,10.27999973297119,8.010000228881836,9.739999771118164,9.920000076293944,9.880000114440918,9.880000114440918,12.63000011444092,13.63000011444092,16.51000022888184,,24.3700008392334,21.45000076293945,
UIS.CR.3.Q1.F,"Completion rate, upper secondary education, poorest quintile (%)",F,_T,_T,WB_EDSTATS_Q1,UIS.CR.3,SHARE,NUMBER,"Completion rate, upper secondary education (%)",SYR,Syrian Arab Republic,"Completion rate, upper secondary education, poorest quintile, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.30562973022461,,,,,,,,,,,,,,,,,
UIS.CR.3.Q1.GPIA,"Completion rate, upper secondary education adjusted gender parity index (GPIA)",_T,_T,_T,WB_EDSTATS_Q1,UIS.CR.3.GPIA,SHARE,NUMBER,"Completion rate, upper secondary education, adjusted gender parity index (GPIA)",MNG,Mongolia,"Completion rate, upper secondary education, poorest quintile, adjusted gender parity index (GPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.595299959182739,,,,,,,,1.613090038299561,,,,1.269559979438782,,,,,
UIS.CR.3.Q1.GPIA,"Completion rate, upper secondary education adjusted gender parity index (GPIA)",_T,_T,_T,WB_EDSTATS_Q1,UIS.CR.3.GPIA,SHARE,NUMBER,"Completion rate, upper secondary education, adjusted gender parity index (GPIA)",VEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38307,1.31931,1.22657,1.2961,1.27138,1.16872,1.13043,1.21567,1.15404,1.24011,1.24694,1.14791,1.20142,1.15721,1.19249,,,,,,,,,
UIS.CR.3.Q1.LPIA,"Completion rate, upper secondary education adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q1,UIS.CR.3.LPIA,SHARE,NUMBER,"Completion rate, upper secondary education, adjusted location parity index (LPIA)",SEN,Senegal,"Completion rate, upper secondary education, poorest quintile, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.1227400004863739,,,,,0.0,0.4942600131034851,,0.0,,,,
UIS.CR.3.Q1.M,"Completion rate, upper secondary education, poorest quintile (%)",M,_T,_T,WB_EDSTATS_Q1,UIS.CR.3,SHARE,NUMBER,"Completion rate, upper secondary education (%)",BIH,Bosnia and Herzegovina,"Completion rate, upper secondary education, poorest quintile, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.83551025390625,,,,,,,,,,,
UIS.CR.3.Q2.F.LPIA,"Completion rate, upper secondary education, second quintile, adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q2,UIS.CR.3.F.LPIA,SHARE,NUMBER,"Completion rate, upper secondary education, adjusted location parity index (LPIA)",VNM,Vietnam,"Completion rate, upper secondary education, second quintile, female, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9359300136566162,,,0.0,,,,,,,0.6504799723625183,,
UIS.CR.3.Q2.M,"Completion rate, upper secondary education, second quintile (%)",M,_T,_T,WB_EDSTATS_Q2,UIS.CR.3,SHARE,NUMBER,"Completion rate, upper secondary education (%)",CMR,Cameroon,"Completion rate, upper secondary education, second quintile, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,2.388649940490723,,,3.400269985198975,,,,5.538809776306152,,,,,
UIS.CR.3.Q3,"Completion rate, upper secondary education, middle quintile, (%)",_T,_T,_T,WB_EDSTATS_Q3,UIS.CR.3,SHARE,NUMBER,"Completion rate, upper secondary education (%)",NER,Niger,"Completion rate, upper secondary education, middle quintile, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,0.3284600079059601,,,,,,,,,,,
UIS.CR.3.Q3,"Completion rate, upper secondary education, middle quintile, (%)",_T,_T,_T,WB_EDSTATS_Q3,UIS.CR.3,SHARE,NUMBER,"Completion rate, upper secondary education (%)",SRB,Serbia,"Completion rate, upper secondary education, middle quintile, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.33000183105469,,,,,,72.97244262695312,,89.7,81.52259063720703,,,,,90.69300079345705,,,,
UIS.CR.3.Q3,"Completion rate, upper secondary education, middle quintile, (%)",_T,_T,_T,WB_EDSTATS_Q3,UIS.CR.3,SHARE,NUMBER,"Completion rate, upper secondary education (%)",WSM,Samoa,"Completion rate, upper secondary education, middle quintile, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.75310134887695,,,,
UIS.CR.3.Q3.F.LPIA,"Completion rate, upper secondary education, middle quintile, adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q3,UIS.CR.3.F.LPIA,SHARE,NUMBER,"Completion rate, upper secondary education, adjusted location parity index (LPIA)",URY,Uruguay,"Completion rate, upper secondary education, middle quintile, female, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66308,0.75325,0.53283,0.0,0.0,0.0,0.0,0.0,0.82475,0.0,1.18731,,,,,
UIS.CR.3.Q3.LPIA,"Completion rate, upper secondary education, middle quintile, adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q3,UIS.CR.3.LPIA,SHARE,NUMBER,"Completion rate, upper secondary education, adjusted location parity index (LPIA)",CRI,Costa Rica,"Completion rate, upper secondary education, middle quintile, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33782,0.31118,0.38266,0.40566,0.59241,0.65572,0.35012,0.60204,0.5101,0.6063,0.64893,0.9003700017929077,0.62699,0.83624,0.61619,0.77616,0.90097,1.09884,0.8871200084686279,,,,,
UIS.CR.3.Q3.LPIA,"Completion rate, upper secondary education, middle quintile, adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q3,UIS.CR.3.LPIA,SHARE,NUMBER,"Completion rate, upper secondary education, adjusted location parity index (LPIA)",NGA,Nigeria,"Completion rate, upper secondary education, middle quintile, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7914100289344788,,,,0.5671399831771851,1.012899994850159,,,0.727590024471283,,0.8295599818229675,,,0.8823300004005432,,0.832830011844635,,,0.8949499726295471,,
UIS.CR.3.Q4,"Completion rate, upper secondary education, fourth quintile, (%)",_T,_T,_T,WB_EDSTATS_Q4,UIS.CR.3,SHARE,NUMBER,"Completion rate, upper secondary education (%)",MKD,North Macedonia,"Completion rate, upper secondary education, fourth quintile, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0199966430664,,,,,,90.74566650390624,,,,,,,98.88107299804688,98.87999725341795,,,,
UIS.CR.3.Q4.F.LPIA,"Completion rate, upper secondary education, fourth quintile, adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q4,UIS.CR.3.F.LPIA,SHARE,NUMBER,"Completion rate, upper secondary education, adjusted location parity index (LPIA)",HTI,Haiti,"Completion rate, upper secondary education, fourth quintile, female, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05279004573822,,,,,,,0.1537899971008301,,,,,0.8332800269126892,,,,,,
UIS.CR.3.Q4.GPIA,"Completion rate, upper secondary education, fourth quintile, adjusted gender parity index (GPIA)",_T,_T,_T,WB_EDSTATS_Q4,UIS.CR.3.GPIA,SHARE,NUMBER,"Completion rate, upper secondary education, adjusted gender parity index (GPIA)",GTM,Guatemala,"Completion rate, upper secondary education, fourth quintile, adjusted gender parity index (GPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81184,,,,,,0.98389,,,,,,,,1.02691,0.8572800159454346,,,,,,,,
UIS.CR.3.Q4.M,"Completion rate, upper secondary education, fourth quintile (%)",M,_T,_T,WB_EDSTATS_Q4,UIS.CR.3,SHARE,NUMBER,"Completion rate, upper secondary education (%)",DOM,Dominican Republic,"Completion rate, upper secondary education, fourth quintile, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.07999992370605,37.7599983215332,31.02000045776367,42.79999923706055,41.63999938964844,42.84000015258789,42.06999969482422,48.84999847412109,41.40000152587891,48.88999938964844,55.02999877929688,49.43000030517578,46.43999862670898,54.20999908447266,54.2400016784668,50.15999984741211,58.15999984741211,58.11000061035156,53.43000030517578,62.86999893188477,61.61999893188477,57.93000030517578,58.29999923706055,
UIS.CR.3.Q4.M,"Completion rate, upper secondary education, fourth quintile (%)",M,_T,_T,WB_EDSTATS_Q4,UIS.CR.3,SHARE,NUMBER,"Completion rate, upper secondary education (%)",GNB,Guinea-Bissau,"Completion rate, upper secondary education, fourth quintile, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.996880054473877,,,,,24.56999969482422,,,,
UIS.CR.3.Q4.M.LPIA,"Completion rate, upper secondary education, fourth quintile, adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q4,UIS.CR.3.M.LPIA,SHARE,NUMBER,"Completion rate, upper secondary education, adjusted location parity index (LPIA)",URY,Uruguay,"Completion rate, upper secondary education, fourth quintile, male, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44911,0.51482,0.48156,0.89744,0.0,0.0,0.94457,0.0,0.57723,0.85691,0.51253,,,,,
UIS.CR.3.Q5.GPIA,"Completion rate, upper secondary education, richest quintile, adjusted gender parity index (GPIA)",_T,_T,_T,WB_EDSTATS_Q5,UIS.CR.3.GPIA,SHARE,NUMBER,"Completion rate, upper secondary education, adjusted gender parity index (GPIA)",CMR,Cameroon,"Completion rate, upper secondary education, richest quintile, adjusted gender parity index (GPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7307699918746948,,0.9718400239944458,,,,,0.7448899745941162,,,0.8518800139427185,,,,0.805869996547699,,,,,
UIS.CR.3.Q5.M,"Completion rate, upper secondary education, richest quintile (%)",M,_T,_T,WB_EDSTATS_Q5,UIS.CR.3,SHARE,NUMBER,"Completion rate, upper secondary education (%)",CRI,Costa Rica,"Completion rate, upper secondary education, richest quintile, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.77999877929688,66.87999725341797,58.20999908447266,65.79000091552734,59.70000076293945,62.81999969482422,62.77999877929688,67.41999816894531,63.09000015258789,70.19999694824219,75.47000122070312,79.33000183105469,73.41000366210938,84.19999694824219,82.97000122070312,82.11000061035156,83.63999938964844,86.8499984741211,84.45999908447266,90.3000030517578,89.26000213623047,92.41999816894533,93.90000152587892,
UIS.CR.3.Q5.M,"Completion rate, upper secondary education, richest quintile (%)",M,_T,_T,WB_EDSTATS_Q5,UIS.CR.3,SHARE,NUMBER,"Completion rate, upper secondary education (%)",UZB,Uzbekistan,"Completion rate, upper secondary education, richest quintile, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.76380920410156,,,,,,,,,,,,,,,96.02000427246094,96.02374267578124,
UIS.CR.3.Q5.M.LPIA,"Completion rate, upper secondary education, richest quintile, adjusted location parity index (LPIA)",_T,_T,_T,WB_EDSTATS_Q5,UIS.CR.3.M.LPIA,SHARE,NUMBER,"Completion rate, upper secondary education, adjusted location parity index (LPIA)",GAB,Gabon,"Completion rate, upper secondary education, richest quintile, male, adjusted location parity index (LPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
UIS.CR.3.RUR.F,"Completion rate, upper secondary education, rural (%)",F,RUR,_T,_Z,UIS.CR.3,SHARE,NUMBER,"Completion rate, upper secondary education (%)",LTU,Lithuania,"Completion rate, upper secondary education, rural, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.11000061035156,86.86000061035156,89.95000457763672,87.69999694824219,85.8699951171875,85.00999450683594,89.11000061035156,95.41000366210938,94.27999877929688,90.20000457763672,93.48999786376952,91.43000030517578,96.76000213623048,93.9499969482422,91.48999786376952,91.8699951171875,,
UIS.CR.3.RUR.F.WPIA,"Completion rate, upper secondary education adjusted wealth parity index (WPIA)",_T,RUR,_T,_Z,UIS.CR.3.F.WPIA,SHARE,NUMBER,"Completion rate, upper secondary education, adjusted wealth parity index (WPIA)",HND,Honduras,"Completion rate, upper secondary education, rural, female, adjusted wealth parity index (WPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21138,,,0.0,0.09287,,,,0.19544,0.07246,0.1404100060462952,0.27915,0.1157,0.29285,0.15607,0.24095,,0.17459,0.0831800028681755,,,,
UIS.CR.3.RUR.GPIA,"Completion rate, upper secondary education adjusted gender parity index (GPIA)",_T,RUR,_T,_Z,UIS.CR.3.GPIA,SHARE,NUMBER,"Completion rate, upper secondary education, adjusted gender parity index (GPIA)",CAF,Central African Republic,"Completion rate, upper secondary education, rural, adjusted gender parity index (GPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1848800033330917,,,,0.0,,,,,,,,,,,,,
UIS.CR.3.RUR.GPIA,"Completion rate, upper secondary education adjusted gender parity index (GPIA)",_T,RUR,_T,_Z,UIS.CR.3.GPIA,SHARE,NUMBER,"Completion rate, upper secondary education, adjusted gender parity index (GPIA)",JAM,Jamaica,"Completion rate, upper secondary education, rural, adjusted gender parity index (GPIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11847996711731,,,,,,,,,,1.024620056152344,,,,,,,,,,,,
UIS.CR.3.RUR.Q1,"Completion rate, upper secondary education, rural (%)",_T,RUR,_T,WB_EDSTATS_Q1,UIS.CR.3,SHARE,NUMBER,"Completion rate, upper secondary education (%)",FJI,Fiji,"Completion rate, upper secondary education, rural, poorest quintile, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.05756950378418,,
UIS.CR.3.RUR.Q1.M,"Completion rate, upper secondary education poorest quintile (%)",M,RUR,_T,WB_EDSTATS_Q1,UIS.CR.3,SHARE,NUMBER,"Completion rate, upper secondary education (%)",GNB,Guinea-Bissau,"Completion rate, upper secondary education, rural, poorest quintile, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.138940095901489,,,,,7.940000534057617,,,,
